label,country,state,county,Event Start Date,Site.Ownership,Site.Access,Site.Classification,Site.Use,Survey.Class,Survey.Season,ANPA,CORA,COTO,COTOi,COTOp,COTOv,EPFU,LABO,LANO,MYAU,MYCA,MYCI,MYEV,MYGR,MYLU,MYSE,MYSO,MYSP,MYVE,PESU,TABR,UNKN,Total.Live,Total.Dead,Total.Bat.Count,vulnerable_c,vulnerable_p,Total.Species,h.density50,type,Event Type,Public,Number Affected,Event End Date,Species,release_date,status_season
Confirmed - Pos,USA,AL,Limestone,2/4/15,Private,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No Data,No Data,,0,0,0,47.4711113,cave,,,,,,,
Confirmed - Pos,USA,AL,De Kalb,2/10/16,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,71,0,71,71,1,1,29.96364021,cave,,,,,,,
Confirmed - Pos,USA,AL,Franklin,3/5/16,Public,Open-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,6,6,1,1,13.91768265,cave,,,,,,,
Confirmed - Pos,USA,AL,Shelby,2/27/17,Public,Open-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,181,0,0,0,63,0,0,0,0,0,51,0,0,295,0,295,51,1,3,121.0413361,cave,,,,,,,
Pd not detected,USA,AL,Colbert,2/6/15,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,600,0,600,600,1,1,22.83810043,cave,,,,,,,
Pd not detected,USA,AL,Covington,2/23/15,Public,Gated-breech,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,14,0,0,55,0,55,14,1,2,13.73486137,cave,,,,,,,
Pd not detected,USA,AL,Conecuh,2/23/15,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,70,0,0,0,10,0,0,0,0,0,71,0,0,151,0,151,71,1,3,6.950426579,cave,,,,,,,
Pd not detected,USA,AL,Monroe,2/24/15,Public,Open-all year,Tunnel/culvert,Hibernaculum,Active,2014-15,0,0,0,0,0,0,2,0,0,915,0,0,0,0,0,0,0,0,0,116,0,0,1033,0,1033,116,1,3,4.980476856,manmade,,,,,,,
Pd not detected,USA,AL,Monroe,2/26/15,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,18,0,0,283,0,283,18,1,2,7.47922039,cave,,,,,,,
Pd not detected,USA,AL,Monroe,2/26/15,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,23,0,0,148,0,148,23,1,2,6.30636549,cave,,,,,,,
Pd not detected,USA,AL,Bibb,3/10/15,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,396,0,0,414,0,414,396,1,2,39.02621841,cave,,,,,,,
Pd not detected,USA,AL,Bibb,3/10/15,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,48,0,0,51,0,51,49,2,3,39.02621841,cave,,,,,,,
Pd not detected,USA,AL,Bibb,3/10/15,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,25,0,25,23,1,2,37.3886528,cave,,,,,,,
Pd not detected,USA,AL,Monroe,2/24/16,Public,Open-all year,Tunnel/culvert,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,42,100,0,267,0,267,42,1,3,4.980476856,manmade,,,,,,,
Pd not detected,USA,AL,Monroe,2/25/16,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,9,0,0,49,0,49,9,1,2,6.30636549,cave,,,,,,,
Pd not detected,USA,AL,Conecuh,2/26/16,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,142,0,0,193,0,193,142,1,2,6.950426579,cave,,,,,,,
Pd not detected,USA,AL,Bibb,3/9/16,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,1,0,2,0,421,0,0,452,0,452,422,2,4,39.02621841,cave,,,,,,,
Pd not detected,USA,AL,Bibb,3/9/16,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,16,0,0,22,0,22,16,1,2,37.3886528,cave,,,,,,,
Pd not detected,USA,AL,Conecuh,2/1/17,Private,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,75,0,0,0,2,0,0,0,12,0,87,0,0,176,0,176,87,1,4,10.68629551,cave,,,,,,,
Pd not detected,USA,AL,Monroe,2/1/17,Public,Open-all year,Tunnel/culvert,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15000,0,15003,0,15003,3,1,2,4.980476856,manmade,,,,,,,
Pd not detected,USA,AL,Covington,2/26/18,Public,Gated-breech,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,4,0,0,182,0,182,4,1,2,13.73486137,cave,,,,,,,
Pd not detected,USA,AL,Monroe,2/27/18,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,782,0,0,0,0,0,0,0,0,0,0,0,0,782,0,782,0,0,1,6.30636549,cave,,,,,,,
Pd not detected,USA,AL,Baldwin,2/28/18,Public,Open-all year,Tunnel/culvert,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,6,0,0,48,0,48,6,1,2,91.71696472,manmade,,,,,,,
Pd not detected,USA,AL,Clarke,2/19/19,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,50,50,1,1,5.577887058,cave,,,,,,,
Pd not detected,USA,AL,Baldwin,2/25/19,Public,Open-all year,Tunnel/culvert,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,26,0,0,76,0,76,26,1,2,91.71696472,manmade,,,,,,,
Pd not detected,USA,AL,Bullock,3/6/19,Public,Open-all year,Tunnel/culvert,Hibernaculum,Active,2018-19,0,0,0,0,0,0,1,0,0,9,0,0,0,0,0,0,0,0,0,54,0,0,64,0,64,54,1,3,8.09741497,manmade,,,,,,,
Pd not detected,USA,AL,Bullock,1/22/20,Public,Open-all year,Tunnel/culvert,Hibernaculum,Active,2019-20,0,0,0,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,74,0,0,87,0,87,74,1,3,8.09741497,manmade,,,,,,,
Pd not detected,USA,AL,Covington,1/27/20,Public,Gated-breech,Cave-undeveloped,Hibernaculum,Active,2019-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,7,1,1,13.73486137,cave,,,,,,,
Pd not detected,USA,AL,Conecuh,1/28/20,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2019-20,0,0,0,0,0,0,0,0,0,88,0,0,0,88,0,0,0,0,0,82,0,0,258,0,258,82,1,3,6.950426579,cave,,,,,,,
Pd not detected,USA,AL,Baldwin,3/20/20,Public,Open-all year,Tunnel/culvert,Hibernaculum,Active,2019-20,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,1,0,0,69,0,69,1,1,2,91.71696472,manmade,,,,,,,
Pd present,USA,AL,Colbert,2/5/15,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,46,0,46,46,1,1,26.94612694,cave,,,,,,,
Pd present,USA,AL,Calhoun,2/9/16,Private,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,0,0,580,0,0,601,0,601,580,1,3,33.41571808,cave,,,,,,,
Pd present,USA,AL,Colbert,3/5/16,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,715,0,0,724,1,725,715,1,2,22.83810043,cave,,,,,,,
Pd present,USA,AL,Franklin,3/5/16,Public,Open-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,23,23,1,1,12.78386497,cave,,,,,,,
Pd present,USA,AL,Blount,2/26/17,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,1,0,0,0,0,0,0,79,0,0,0,0,0,103,0,0,183,0,183,103,1,3,38.15340042,cave,,,,,,,
Pd present,USA,AL,Bibb,3/2/17,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,2,0,0,20,0,0,0,0,0,0,0,0,0,494,0,0,516,0,516,494,1,3,39.02621841,cave,,,,,,,
Pd present,USA,AL,Bibb,3/2/17,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,21,0,0,25,0,25,21,1,2,37.3886528,cave,,,,,,,
Pd present,USA,AL,Madison,3/14/17,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,20,20,1,1,61.89447403,cave,,,,,,,
Suspect,USA,AL,Limestone,2/4/15,Private,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,179,0,0,180,0,180,180,2,2,47.4711113,cave,,,,,,,
Suspect,USA,AL,De Kalb,2/11/16,Private,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,23,0,23,23,1,1,22.01480293,cave,,,,,,,
Suspect,USA,AL,De Kalb,2/27/16,Private,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,93,0,0,100,0,0,196,0,196,193,2,3,21.40004349,cave,,,,,,,
Confirmed - Pos,USA,AR,MARION,1/11/14,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2013-14,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,30,0,0,161,5,166,50,2,3,11.17927361,cave,,,,,,,
Confirmed - Pos,USA,AR,Independence,1/16/15,Private,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,7,2,9,9,1,1,8.821580887,cave,,,,,,,
Confirmed - Pos,USA,AR,Newton,1/31/15,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,621,0,0,621,0,621,621,1,1,8.11871624,cave,,,,,,,
Confirmed - Pos,USA,AR,Franklin,2/10/15,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,42,0,0,42,2,44,43,2,3,10.14124012,cave,,,,,,,
Confirmed - Pos,USA,AR,Searcy,3/12/15,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,30,30,1,1,9.91576004,cave,,,,,,,
Confirmed - Pos,USA,AR,BENTON,1/8/16,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,1,0,0,634,0,0,642,1,643,641,3,4,58.91049576,cave,,,,,,,
Confirmed - Pos,USA,AR,WASHINGTON,1/15/16,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,334,0,0,340,0,340,340,2,2,38.60611343,cave,,,,,,,
Confirmed - Pos,USA,AR,MARION,1/16/16,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,573,0,0,584,1,585,574,2,3,9.632419586,cave,,,,,,,
Confirmed - Pos,USA,AR,Izard,3/8/16,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,65,0,65,65,1,1,6.899713516,cave,,,,,,,
Confirmed - Pos,USA,AR,Crawford,2/3/17,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,41,1,42,31,1,2,34.31866455,cave,,,,,,,
Neg,USA,AR,NEWTON,2/21/14,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2013-14,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,391,53,0,0,747,0,0,1198,0,1198,1194,4,6,8.181162834,cave,,,,,,,
Neg,USA,AR,Stone,1/10/15,Public,Open-seasonal/restricted,Cave-show,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,372103,0,0,0,0,0,163,0,0,372264,2,372266,163,1,2,6.169640064,cave,,,,,,,
Neg,USA,AR,STONE,1/17/16,Public,Open-seasonal/restricted,Cave-show,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,372730,0,0,0,0,0,518,0,0,373244,4,373248,518,1,2,6.450133801,cave,,,,,,,
Pd not detected,USA,AR,Stone,12/15/14,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,148,0,0,160,0,160,156,2,3,8.495128632,cave,,,,,,,
Pd not detected,USA,AR,Newton,2/13/15,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,275912,2,0,326,0,0,1258,0,3,277497,4,277501,1586,3,4,5.992288113,cave,,,,,,,
Pd not detected,USA,AZ,Mohave,3/28/19,Public,Open-all year,Cave-undeveloped,Hibernaculum,Active,2018-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,1,8.554926872,cave,,,,,,,
Pd not detected,USA,AZ,Mohave,2/6/20,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2019-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1.69856596,cave,,,,,,,
Pd not detected,USA,AZ,Mohave,2/7/20,Public,Open-all year,Cave-undeveloped,Hibernaculum,Active,2019-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,38,0,38,0,0,1,2.867903471,cave,,,,,,,
Pd not detected,USA,CA,Siskiyou,2/1/16,Public,Open-seasonal/restricted,Cave-recreational,Hibernaculum,Active,2015-16,0,0,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,17,0,17,0,0,3,0.802323103,cave,,,,,,,
Pd not detected,USA,CA,Siskiyou,1/11/17,Public,Open-seasonal/restricted,Cave-recreational,Hibernaculum,Active,2016-17,0,0,1434,0,0,0,2,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1466,0,1466,0,0,3,0.796419382,cave,,,,,,,
Pd not detected,USA,CA,Siskiyou,2/1/19,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2018-19,0,0,269,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,281,1,282,0,0,3,0.796419382,cave,,,,,,,
Pd not detected,USA,CA,Siskiyou,1/8/20,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2019-20,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,161,0,161,0,0,2,0.796419382,cave,,,,,,,
Pd not detected,USA,CA,Inyo,2/29/20,Public,Open-all year,Mine-inactive,Hibernaculum,Active,2019-20,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,1,0.117628217,mine,,,,,,,
Pd not detected,USA,CA,Inyo,2/29/20,Public,Open-all year,Mine-inactive,Hibernaculum,Active,2019-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.945840001,mine,,,,,,,
Pd not detected,USA,CO,Garfield,2/18/15,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,604,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,606,0,606,0,0,2,8.532377243,cave,,,,,,,
Pd not detected,USA,CO,Rio Blanco,2/28/15,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,22,1,23,0,0,3,5.123300076,cave,,,,,,,
Pd not detected,USA,CO,Garfield,11/28/16,Public,Open-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,1,4.829413414,cave,,,,,,,
Pd not detected,USA,CO,Montrose,2/8/17,Public,Gated-all year,Mine-inactive,Hibernaculum,Active,2016-17,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,90,0,0,1,0.154743135,mine,,,,,,,
Pd not detected,USA,CO,Montrose,1/23/19,Public,Gated-all year,Mine-inactive,Hibernaculum,Active,2018-19,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,2,0.153884679,mine,,,,,,,
Pd not detected,USA,CO,Montezuma,1/25/19,Private,Gated-all year,Mine-inactive,Hibernaculum,Active,2018-19,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,2,6.120277405,mine,,,,,,,
Pd not detected,USA,CO,Montrose,1/30/20,Public,Gated-all year,Mine-inactive,Hibernaculum,Active,2019-20,0,0,61,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64,0,64,0,0,3,0.153884679,mine,,,,,,,
Pd not detected,USA,CO,Saguache,3/7/20,Private,Gated-all year,Mine-inactive,Hibernaculum,Active,2019-20,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,63,0,0,1,0.391373634,mine,,,,,,,
Neg,USA,FL,Columbia,1/20/20,Public,Gated-all year,Tunnel/culvert,Hibernaculum,Active,2019-20,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,200,1,201,0,0,1,18.59073257,manmade,,,,,,,
Pd not detected,USA,FL,JACKSON,2/13/14,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2013-14,0,0,0,0,0,0,0,0,0,1300,0,0,0,0,0,0,0,0,0,92,0,0,1392,0,1392,92,1,2,16.91753197,cave,,,,,,,
Pd not detected,USA,FL,JACKSON,2/13/14,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2013-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,20,0,20,20,1,1,16.27130318,cave,,,,,,,
Pd not detected,USA,FL,WASHINGTON,2/18/14,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2013-14,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,141,0,0,152,0,152,141,1,2,14.14302063,cave,,,,,,,
Pd not detected,USA,FL,Alachua,1/21/15,Private,Gated-all year,Cave-recreational,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,41,0,0,43,0,43,41,1,2,45.36699295,cave,,,,,,,
Pd not detected,USA,FL,Washington,2/10/15,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2014-15,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,186,0,0,193,0,193,186,1,3,14.14302063,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/10/15,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,53,0,0,128,0,128,53,1,2,19.62457275,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/16/15,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,220,0,0,255,0,255,220,1,2,16.91753197,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/16/15,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,45,0,45,45,1,1,16.27130318,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/17/15,Public,Gated-all year,Cave-show,Hibernaculum,Active,2014-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,13,0,13,13,1,1,16.27130318,cave,,,,,,,
Pd not detected,USA,FL,Alachua,1/21/16,Private,Gated-all year,Cave-recreational,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,21,0,21,21,1,1,45.36699295,cave,,,,,,,
Pd not detected,USA,FL,Washington,2/8/16,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,0,0,0,185,0,0,360,0,360,185,1,2,14.14302063,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/9/16,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,42,0,0,183,0,183,42,1,2,19.62457275,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/15/16,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,0,0,0,0,212,0,0,662,0,662,212,1,2,16.91753197,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/15/16,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,39,0,39,39,1,1,16.27130318,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/17/16,Public,Gated-all year,Cave-show,Hibernaculum,Active,2015-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,11,11,1,1,16.27130318,cave,,,,,,,
Pd not detected,USA,FL,Jackson,1/8/17,Public,Gated-all year,Cave-show,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,16,1,1,16.27130318,cave,,,,,,,
Pd not detected,USA,FL,Alachua,1/17/17,Private,Gated-all year,Cave-recreational,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,14,0,14,14,1,1,45.36699295,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/9/17,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,506,0,0,0,0,0,0,0,0,0,20,0,0,526,0,526,20,1,2,19.62457275,cave,,,,,,,
Pd not detected,USA,FL,Alachua,2/10/17,Private,Gated-all year,Cave-recreational,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,31,0,31,31,1,1,44.52249908,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/13/17,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,1800,0,0,0,0,0,0,0,0,0,138,0,0,1938,0,1938,138,1,2,16.91753197,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/13/17,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,18,0,0,22,0,22,18,1,2,16.27130318,cave,,,,,,,
Pd not detected,USA,FL,Washington,2/14/17,Public,Open-all year,Cave-undeveloped,Hibernaculum,Active,2016-17,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,139,0,0,144,0,144,139,1,2,14.14302063,cave,,,,,,,
Pd not detected,USA,FL,Alachua,2/9/18,Private,Gated-all year,Cave-recreational,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,30,0,30,30,1,1,44.52249908,cave,,,,,,,
Pd not detected,USA,FL,Alachua,2/14/18,Private,Gated-all year,Cave-recreational,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,11,0,11,5,1,2,45.36699295,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/19/18,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,27,0,0,33,0,33,27,1,2,16.27130318,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/19/18,Public,Gated-all year,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,4000,0,0,0,0,0,0,0,0,0,81,0,0,4081,0,4081,81,1,2,16.91753197,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/20/18,Private,Open-all year,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,650,0,0,0,0,0,0,0,0,0,8,0,0,658,0,658,8,1,2,19.62457275,cave,,,,,,,
Pd not detected,USA,FL,Washington,2/20/18,Public,Open-seasonal/restricted,Cave-undeveloped,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,136,0,0,10,127,137,136,1,2,14.14302063,cave,,,,,,,
Pd not detected,USA,FL,Jackson,2/26/18,Public,Gated-all year,Cave-show,Hibernaculum,Active,2017-18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2,1,1,2,16.27130318,cave,,,,,,,
